,Software_Developer,Database_Administrator,Systems_Administrator,Project_manager,Web_Developer,Network_Administrator,Security_Analyst,Python_Developer,Java_Developer,Front_End_Developer
495,0.014432272,0.9941339,0.01306072,0.008181202,0.00387195,0.0011038912,0.0014935205,0.00022683867,0.001305626,0.0011696484
496,0.033655718,0.0047255224,0.0056870366,0.98699284,0.003733364,0.005678121,0.007310678,0.0009115253,7.3808033e-06,0.0016249546
497,0.0019909532,0.004461701,0.12365767,0.09010609,0.0004545511,0.07406982,0.1550966,7.598797e-05,2.8712671e-05,3.5417062e-05
498,0.011980775,0.0013958772,0.9757052,0.10863777,0.0020322362,0.14150952,0.89122725,0.000263744,0.0005455389,8.222934e-05
499,0.9988136,0.007690635,0.018004403,0.007889946,0.9418347,0.002008727,0.00022679433,0.0020853777,0.9788866,0.8979239
500,0.0039251884,0.96125215,0.011146735,0.06093062,0.0014032532,0.0028534634,0.0805856,0.00056185643,0.0004275611,0.00010458366
501,0.9441493,0.928704,0.8961444,0.032501966,0.093956016,0.012745129,0.0012254413,0.010667406,0.019621665,0.018824158
502,0.008413356,0.015399133,0.99817777,0.09998066,0.0018029965,0.25520787,0.021339735,0.000115997296,0.00011352716,0.0011704733
503,0.9967804,0.0074182404,0.0077591334,0.0061218734,0.100663856,0.003611419,0.0018590267,0.9876222,0.10084306,0.006962621
504,0.9631623,0.0033969963,0.044991862,0.037751053,0.5728261,0.0024934867,0.0007360399,0.000944269,0.002931737,0.07470486
505,0.014430108,0.005836789,0.99516875,0.024287982,0.0025336659,0.04294882,0.006613381,6.295394e-05,0.00015956373,0.0042432654
506,0.028085588,0.09719159,0.7947245,0.98168176,0.0024970402,0.05547962,0.0054717837,0.0010248652,8.515358e-06,0.0020766112
507,0.010076731,0.008441458,0.9924388,0.017113658,0.004552357,0.98926556,0.006918434,0.00054793764,0.00035018864,0.0021900681
508,0.010720619,0.0023631386,0.010709761,0.012200039,0.0041437657,0.009780555,0.9567837,0.0018490929,0.0052283425,5.622806e-05
509,0.995843,0.0013567299,0.0049717994,0.005070704,0.4654998,6.281697e-05,2.6491072e-05,0.0036182236,0.0030767852,0.98481536
510,0.9979132,0.0017188527,0.00587238,0.003305134,0.078345135,0.0042160144,0.003844375,0.016788268,0.9869602,0.0027746218
511,0.9976921,0.0017927173,0.013405797,0.036180377,0.017628254,0.005506213,0.0007062572,0.8079988,0.00073116465,0.004355073
512,0.009642951,0.0055717845,0.05542807,0.006676327,0.008938681,0.99242884,0.04429866,0.0027115028,0.0038699554,0.0006571935
513,0.9911622,0.0019714038,0.007075906,0.005332486,0.5286314,0.0002447006,8.66005e-05,0.0002694198,0.002455795,0.02534764
514,0.99751794,0.0009187852,0.003438496,0.0063128183,0.04710434,0.0025398952,0.0014973603,0.9924575,0.01261881,0.009317818
515,0.9918853,0.0014188591,0.0021596926,0.0054368326,0.9805275,0.00073687744,9.3048366e-05,0.001279252,0.0035937647,0.03712389
516,0.9970005,0.0011476256,0.0092870435,0.0063788453,0.30917406,8.058051e-05,4.0142128e-05,0.0017412878,0.010066457,0.995989
517,0.007823921,0.006051585,0.9952716,0.020089174,0.0032297662,0.9594123,0.004606799,0.00028108162,0.00018505275,0.0027961845
518,0.008678815,0.98839104,0.01078793,0.0057555973,0.002463062,0.0013022957,0.0020324315,0.0002482599,0.0006776613,0.00056959235
519,0.013301476,0.9925997,0.006308985,0.008316624,0.0039533656,0.0010515818,0.002190484,0.00029216395,0.001711735,0.0009783729
520,0.011302702,0.010246106,0.99703526,0.039935596,0.0026982313,0.053619854,0.017123228,8.2216946e-05,0.00021041767,0.0029720326
521,0.9981269,0.0075393557,0.015561183,0.022632565,0.9595066,0.035405673,0.0020494324,0.92202073,0.021460028,0.005034484
522,0.9985341,0.0033859739,0.008461746,0.010368685,0.85694176,0.0106996065,0.00080303155,0.9767512,0.007342618,0.012493065
523,0.78791344,0.0036081397,0.014284289,0.98362005,0.028469156,0.0060285833,0.0020960823,0.0030373312,0.00010034857,0.0051067085
524,0.34570348,0.0013624219,0.016984664,0.1023447,0.010839554,0.017739963,0.88314897,0.002726984,0.004422458,0.00011433621
525,0.9793261,0.20856525,0.016881453,0.004946737,0.05780714,0.0011889141,0.0003938839,0.0039113425,0.0039140224,0.0023553069
526,0.997063,0.0014181323,0.011407149,0.0134482505,0.09868531,0.00015804407,3.706513e-05,0.0028507689,0.0029487158,0.9914669
527,0.0048767133,0.020486971,0.0025956156,0.004087291,0.0012824355,0.0029198031,0.16501182,0.00025591956,0.0004135433,7.543263e-05
528,0.02140849,0.0015211941,0.012569404,0.017069502,0.009585819,0.013449883,0.973026,0.0024386123,0.00829838,6.643173e-05
529,0.76144063,0.0033320864,0.078791216,0.04776355,0.24016096,0.033886414,0.6009775,0.00932633,0.014728171,0.0012961476
530,0.9979248,0.002244027,0.011223253,0.0017162804,0.19186893,0.0022015227,0.0008005702,0.0014717522,0.7501371,0.0012973227
531,0.0053081224,0.0031892299,0.0073145265,0.1805091,0.0016645566,0.0039819693,0.8732793,0.0003859604,0.00034589547,2.9975876e-05
532,0.35078368,0.13730523,0.0044754255,0.0298203,0.004283208,0.0004266251,0.00759907,0.005491769,0.0015942347,0.0014467184
533,0.012636438,0.0035218871,0.96783876,0.04241872,0.0036163484,0.08176911,0.923808,0.00039645424,0.0024164761,0.00014533791
534,0.042666275,0.0077435984,0.00624467,0.9871951,0.0035003151,0.0054991622,0.009614415,0.001078357,1.6119706e-05,0.0011558282
535,0.0060421564,0.0019538603,0.006367908,0.017465284,0.0020420952,0.004913899,0.8771888,0.0008284604,0.00093391654,4.575029e-05
536,0.71896654,0.010277465,0.019317046,0.10230942,0.33604333,0.0052011404,0.0053805853,0.04358898,0.00038308758,0.013285396
537,0.58181334,0.001085269,0.14895286,0.19331269,0.7579775,0.9632779,0.003663942,0.0015161299,0.0006272693,0.0021759835
538,0.02718256,0.0042895726,0.27234215,0.97536623,0.0034562305,0.050427847,0.008811034,0.00022363587,2.8869742e-06,0.0003452802
539,0.99750525,0.0017329842,0.002600421,0.0014167486,0.9432609,0.00063130725,6.641564e-05,0.0016562277,0.014968936,0.010731056
540,0.0028502156,0.0074100215,0.9867308,0.0088536,0.00086612045,0.8451314,0.013508643,0.00012188683,0.00014035091,0.0005247669
541,0.9957593,0.0015238118,0.0039010767,0.008264587,0.057697404,9.479171e-05,5.985664e-05,0.0028218008,0.006548453,0.98949057
542,0.012265244,0.95824337,0.0052908184,0.6375451,0.0052529676,0.0013230464,0.003590868,0.00046719462,0.00013769376,0.0012008654
543,0.8727751,0.97535646,0.19957125,0.086396575,0.6914049,0.0062115532,0.00040906083,0.0010084675,0.004345593,0.00952464
544,0.99247885,0.0019478591,0.009008889,0.051278736,0.25765803,0.0035679683,0.0014526823,0.8380091,0.00066065014,0.0028599561
545,0.0149147045,0.0055254065,0.994317,0.026553478,0.0045208996,0.99280775,0.012852357,0.0010732174,0.00031999854,0.0020140987
546,0.032469302,0.0044054426,0.99557793,0.032823086,0.0025203535,0.036405105,0.008118643,0.00012271892,0.00017828778,0.0048135677
547,0.9980599,0.001164418,0.0032424463,0.0011053414,0.085283935,0.0012023813,0.0019027248,0.0034741424,0.992593,0.010602835
548,0.99129045,0.030167542,0.018308813,0.033684418,0.44698393,0.0020201951,0.0004407199,0.006455799,0.0021561207,0.008789231
549,0.9932533,0.0058383862,0.0038389263,0.008561381,0.07483014,6.954147e-05,3.187986e-05,0.0013852833,0.0034343645,0.98568916
550,0.99671954,0.0016561749,0.003248399,0.0012259918,0.18639752,0.00032193307,0.00013371638,0.0011675078,0.024113018,0.0029524416
551,0.008584877,0.0021275694,0.011817674,0.022095693,0.003188316,0.010853674,0.96374,0.0016739244,0.003173158,3.9491024e-05
552,0.9942432,0.0009136639,0.0010253257,0.0037076476,0.8016931,0.00015818654,8.671462e-05,0.0016933364,0.0033314102,0.059819218
553,0.9984074,0.001410619,0.0039016993,0.005543799,0.12609963,0.002495664,0.001688674,0.98689276,0.17755169,0.015627928
554,0.9988626,0.0010143096,0.0014532647,0.0006465289,0.6919323,0.00045620152,0.00037208447,0.0010835475,0.9634632,0.015815563
555,0.0169578,0.005283348,0.9972481,0.04695825,0.002707171,0.07807077,0.012364584,0.00010059431,0.00016660146,0.0033328608
556,0.019640084,0.0053433874,0.019143563,0.009321054,0.013645343,0.9817139,0.007780632,0.0026927844,0.0018700769,0.000972203
557,0.99768937,0.0013560414,0.0071994876,0.021756219,0.12755777,0.0022752967,0.0005318568,0.9681502,0.002664585,0.43973622
558,0.9990772,0.0019386938,0.0061148796,0.0058086063,0.11224556,0.0025586162,0.0011491878,0.97740096,0.20853549,0.011761083
559,0.9825859,0.01348413,0.9596824,0.87360483,0.12288076,0.16241132,0.0077068554,0.059512284,0.01036347,0.03186122
560,0.25256443,0.99384093,0.010232769,0.017577633,0.021224488,0.00073848595,0.0006242975,0.0009050416,0.0023469264,0.0021552397
561,0.9976419,0.001335474,0.0015481927,0.0004179699,0.11282928,0.00030594805,0.0010012176,0.0012987314,0.9676806,0.007913002
562,0.046927914,0.003744556,0.952085,0.067986846,0.006941658,0.9728161,0.9436504,0.0017551248,0.0070103114,0.00012002242
563,0.99692506,0.0008623847,0.003681131,0.0064204056,0.04182707,0.0036009073,0.0016023855,0.9919751,0.0096825445,0.007040679
564,0.9983822,0.0014219554,0.0034918278,0.0011387526,0.16939089,0.0010725106,0.0014880302,0.0016545437,0.99480283,0.020390648
565,0.99905187,0.004072831,0.005890406,0.004966315,0.9531117,0.007031857,0.0008541445,0.0036725507,0.9852327,0.011610039
566,0.99453837,0.003293062,0.009290681,0.002504285,0.5520909,0.00086810754,0.00049565197,0.0014612727,0.12354188,0.012437424
567,0.019492278,0.9981236,0.06721537,0.12963378,0.008039596,0.0055153538,0.016171494,0.0010987117,0.0012953553,0.0005373668
568,0.009054883,0.0039921664,0.9913208,0.03457154,0.0019310096,0.04004208,0.005272263,5.0477745e-05,6.28428e-05,0.0029467258
569,0.9979462,0.0013602892,0.003643838,0.004821691,0.09271952,0.002714181,0.0018585632,0.9880265,0.10874692,0.007687218
570,0.9363783,0.0030309733,0.0114695,0.9634274,0.026606916,0.0031693564,0.0014374084,0.0027571411,0.00042444654,0.00994596
571,0.009435167,0.9925196,0.011579426,0.0072914828,0.003183632,0.001620117,0.0020394681,0.00024238115,0.0012204051,0.0008021818
572,0.005571338,0.010163017,0.0037385267,0.71199757,0.00096792105,0.006066009,0.090662904,0.00019361298,1.6331709e-05,8.680339e-05
573,0.9923585,0.0019506931,0.0041572745,0.006575914,0.9365389,0.00034721816,4.908676e-05,0.0020683066,0.00085702154,0.088489026
574,0.013845042,0.9919892,0.00532528,0.00967515,0.0032631303,0.0008271572,0.0021365434,0.00032555684,0.001198108,0.0008147466
575,0.98735386,0.021902092,0.9416439,0.025439152,0.95814395,0.08124742,0.0019578051,0.004062369,0.022331385,0.025694545
576,0.99504185,0.0051991628,0.009010656,0.012036704,0.9901308,0.0041298787,0.00012834577,0.0044449093,0.0022859115,0.014687457
577,0.0058996202,0.005710619,0.99506676,0.030458521,0.0014614083,0.09094991,0.017369308,6.240655e-05,9.6611264e-05,0.0012026516
578,0.77142596,0.020136273,0.97885454,0.09862717,0.15830259,0.05270534,0.7522755,0.014829755,0.026966108,0.0035975762
579,0.99304765,0.0011931657,0.004620178,0.013133133,0.22242866,0.00016795611,2.1238655e-05,0.0027085093,0.0013779707,0.99338335
580,0.03726432,0.003964608,0.006681119,0.9862347,0.0033618673,0.005772726,0.0069336956,0.000724027,7.5747266e-06,0.0015779908
581,0.012042609,0.0018013555,0.008598857,0.012926994,0.005524788,0.016791109,0.9646243,0.0023122712,0.006709349,5.4568613e-05
582,0.9978422,0.0014168911,0.006922606,0.002614318,0.0317463,0.0025392347,0.0022710336,0.0057540177,0.9452776,0.0014233319
583,0.9923637,0.0015135991,0.0067268237,0.018793948,0.04193436,0.0029440986,0.0042082663,0.9847194,0.011779635,0.004796512
584,0.029896887,0.005759807,0.9945991,0.015974976,0.0035935019,0.021157907,0.005769525,0.00011866197,0.00030557375,0.006574039
585,0.98781747,0.0026295383,0.0040909345,0.016685322,0.11806229,0.0006621308,0.00080364046,0.0014100758,0.004847896,0.0038285626
586,0.1441645,0.012937481,0.10226309,0.977625,0.009207394,0.9073017,0.052018162,0.0063409857,8.164995e-05,0.00055985205
587,0.99668497,0.0015247712,0.004811611,0.012279503,0.97894305,0.0004268586,5.7517977e-06,0.002214719,0.0070749787,0.98330647
588,0.029087827,0.9794723,0.9256058,0.025873162,0.009257148,0.00986883,0.0023082164,0.00028813162,0.0015553619,0.005520443
589,0.34750628,0.010144929,0.42649963,0.9939253,0.008433512,0.59661216,0.020498218,0.0052958177,5.3002295e-05,0.0010174346
590,0.008814494,0.004989376,0.3817789,0.07946904,0.0016481566,0.99454015,0.04512544,0.000976992,0.0002811489,0.00014744131
591,0.9984034,0.00070926273,0.0017046956,0.00034676297,0.11166515,0.00019460167,0.0006402453,0.0034819134,0.9286791,0.013789164
592,0.011831749,0.99195355,0.0062824017,0.008354973,0.0036634733,0.0013076726,0.00181374,0.00027113574,0.0012303811,0.0008817578
593,0.004074468,0.002171873,0.9218111,0.48444378,0.00042175333,0.121453434,0.057854153,4.085825e-05,1.0997429e-05,9.9456614e-05
594,0.99590474,0.004643983,0.0026448532,0.0021710424,0.041444663,0.00010688716,9.6370655e-05,0.0009892517,0.008635874,0.013609093
595,0.0124933645,0.0021760592,0.2394224,0.04201199,0.0037748253,0.93534595,0.95422184,0.0012100921,0.0027859677,2.5430581e-05
596,0.99080336,0.0022328235,0.006770501,0.0164269,0.07686208,0.0016903944,0.0025016563,0.9756669,0.0014258872,0.008863233
597,0.03676673,0.005827723,0.004982123,0.9834503,0.003213121,0.0050549093,0.005685303,0.0006598199,8.390819e-06,0.001021839
598,0.99698657,0.0015137389,0.0020531816,0.005324669,0.99243295,0.0011607049,3.871412e-05,0.0018190885,0.007812606,0.065039374
599,0.06106796,0.0038033216,0.9899221,0.06145573,0.0053088674,0.99625623,0.011305458,0.0012628759,0.00047494867,0.00152571
600,0.9972664,0.0010485966,0.0064545637,0.008103302,0.025009457,0.003154261,0.0015297425,0.9892061,0.0063663214,0.006205778
601,0.011097884,0.006790587,0.9902715,0.18834375,0.0018382428,0.028302997,0.005219373,7.073674e-05,3.6037993e-05,0.0032312402
602,0.0130235795,0.0056135785,0.02596914,0.010606652,0.009753995,0.9846369,0.008286729,0.001867725,0.0014039181,0.0008638017
603,0.990562,0.0069780913,0.015804302,0.030854315,0.008638492,0.0036109968,0.0004896151,0.009016585,0.002362709,0.0011703668
604,0.0155677665,0.0059025264,0.034807626,0.26804182,0.005444764,0.98246115,0.006578447,0.0011871232,0.0001853358,0.0006036073
605,0.99734205,0.0008662059,0.0026553313,0.0009120517,0.021919556,0.0005972833,0.0010655101,0.02458325,0.70505077,0.0015063193
606,0.9960723,0.0020654288,0.0029995635,0.0052419337,0.9907266,0.0024374109,0.00011289422,0.0022859059,0.008658553,0.013916185
607,0.9962302,0.0012479579,0.008865215,0.0070243,0.030180335,0.0045364546,0.0024395671,0.9913463,0.015910594,0.0042494186
608,0.9975948,0.001521221,0.003972434,0.010547906,0.98187673,0.00038276892,5.1209076e-06,0.0022317148,0.009743201,0.97920406
609,0.99880624,0.0010665221,0.0031967345,0.003134055,0.5409087,6.97127e-05,3.59542e-05,0.0026978897,0.07213146,0.99345434
610,0.9979565,0.0012004022,0.005500524,0.0052820956,0.04247048,0.003547496,0.0013366713,0.9885678,0.015348886,0.0045615886
611,0.97779274,0.001392557,0.003983157,0.026450753,0.73672247,0.000116764815,3.6567424e-05,0.0010485002,0.00029119177,0.81583434
612,0.011500791,0.001849725,0.030554587,0.023533234,0.004098784,0.019936418,0.97849107,0.0017144856,0.0047602733,3.6607235e-05
613,0.036699697,0.0023389393,0.07617701,0.98510504,0.002049688,0.20546281,0.01948296,0.00091484986,5.6566496e-06,0.00044556527
614,0.9981104,0.0016952179,0.004582704,0.00515918,0.10449183,0.0026167112,0.0018587603,0.987653,0.15902735,0.012579937
615,0.0054049073,0.93152356,0.02027207,0.0041747955,0.00174388,0.00093093223,0.0014328129,7.738055e-05,0.00027832002,0.00050589733
616,0.99924135,0.0010204299,0.001929,0.00042103432,0.34441525,0.0001797037,0.00034147647,0.0013533288,0.9810533,0.13099809
617,0.97904634,0.0068625235,0.03685128,0.9761979,0.06193857,0.03628618,0.0019624887,0.04721865,0.0004600153,0.009223596
618,0.8898047,0.004706898,0.0011261646,0.0418648,0.05663288,0.00018304463,0.0022806288,0.058867987,0.0007733046,0.10207857
619,0.043195087,0.003387912,0.0052302033,0.9878687,0.0038889863,0.006709495,0.009505779,0.0008552754,8.781859e-06,0.0012091278
620,0.0126004955,0.005204835,0.024955455,0.017353779,0.005974972,0.018489344,0.9733705,0.0023614776,0.0070303823,5.2185842e-05
621,0.9899429,0.009250769,0.020241173,0.0022792383,0.14511833,0.0014290423,0.0002336989,0.0015222477,0.0042745457,0.0020382933
622,0.99475276,0.002873092,0.0044450336,0.007303372,0.9904075,0.0045951395,0.0002369118,0.0019437178,0.016093193,0.006523912
623,0.9950807,0.007503693,0.0076905545,0.012706577,0.008757847,0.0017326303,0.00028021898,0.0072490084,0.0015458211,0.0019592657
624,0.011158762,0.8190042,0.0012578615,0.011918918,0.0023396027,0.00025621132,0.003924523,0.00028568186,0.0002828783,0.000751214
625,0.0046159257,0.23116322,0.0010323456,0.052082486,0.0009002103,0.0016779869,0.0015169336,0.00010713818,5.934987e-05,0.00044325285
626,0.013819675,0.0032518653,0.99680173,0.19186786,0.0019706422,0.13159995,0.111303166,0.00014542414,9.059887e-05,0.000773431
627,0.023359869,0.006723556,0.0044094916,0.98419696,0.0038959994,0.0051750927,0.0060031633,0.00077984674,5.7954667e-06,0.0014683163
628,0.051051866,0.0037824449,0.9793036,0.05829759,0.010449948,0.945078,0.9383827,0.0013926472,0.006777274,0.00018142915
629,0.033082347,0.0046253274,0.011067426,0.988562,0.0029563324,0.008037095,0.0062279794,0.0008288899,5.627562e-06,0.0014914895
630,0.0059801377,0.0014311582,0.0054567484,0.723121,0.00089750695,0.044744898,0.22634998,0.00031672788,1.6504611e-05,4.5700886e-05
631,0.017116008,0.007112762,0.99638534,0.09461727,0.0028633536,0.40279937,0.8192507,0.00039708172,0.001083402,0.0001733346
632,0.015703421,0.011140494,0.9820451,0.013825291,0.0019239814,0.0062545375,0.0049395086,4.431326e-05,0.00012575688,0.0032769344
633,0.9975963,0.0013612742,0.005688806,0.007979882,0.9752049,0.00035980472,8.377977e-06,0.0022429202,0.02095458,0.98557997
634,0.9986345,0.0009348401,0.005549025,0.00075467315,0.079406016,0.0009942482,0.0010897107,0.0013280894,0.9826062,0.010144283
635,0.010704715,0.0031720526,0.20803313,0.11438067,0.0030750437,0.9945651,0.0336006,0.00088197,0.0002913623,0.0002443113
636,0.99396235,0.006221325,0.007922234,0.005568404,0.98550516,0.0033301676,0.00019923155,0.008344968,0.0035200214,0.006582755
637,0.0071316315,0.0055723423,0.045502607,0.010556295,0.0058340454,0.98394644,0.009012282,0.0010609708,0.0008861401,0.0007009452
638,0.9988747,0.0016254159,0.0031980556,0.00130961,0.59029984,0.0012040135,0.0008580376,0.00095205754,0.99503726,0.030017013
639,0.0022630857,0.0081919925,0.20512539,0.015301798,0.0009246282,0.86462855,0.008037369,0.00010394239,7.760535e-05,0.00012082787
640,0.01267453,0.9925568,0.0053945263,0.010014607,0.004003726,0.001058079,0.0031518885,0.000371852,0.0016216286,0.0008393023
641,0.9988883,0.004499926,0.0044159503,0.002781302,0.39519328,6.569659e-05,4.4758686e-05,0.0027487304,0.12630492,0.99311686
642,0.021136252,0.004996499,0.99415344,0.017217448,0.0028689369,0.025051277,0.0072539886,0.000113959046,0.00023633763,0.005370242
643,0.99856085,0.004246264,0.0052907155,0.005506636,0.9759216,0.011010632,0.000941747,0.00412494,0.9769732,0.015122418
644,0.9969056,0.0016432343,0.005025771,0.017276747,0.9769688,0.00041085872,6.204375e-06,0.0030740034,0.007824684,0.9877978
645,0.96988714,0.0048306384,0.022690533,0.0836552,0.61688584,0.010399021,0.014520969,0.3705937,0.0014786159,0.01270395
646,0.00258833,0.0019137741,0.87274796,0.00790095,0.0007773923,0.074822135,0.067918256,3.4693192e-05,6.558035e-05,0.000121635225
647,0.9897711,0.004159403,0.04896139,0.01674979,0.98079956,0.013118147,0.0029660154,0.0044830996,0.0055785445,0.004085533
648,0.99873036,0.0018192944,0.0029894146,0.002162896,0.9190015,0.002064522,0.0006895813,0.0009836818,0.9828535,0.019339351
649,0.012875754,0.9894108,0.0050545014,0.006643305,0.0033011339,0.0008729308,0.0019382759,0.00028842213,0.0014167669,0.00094244134
650,0.9872543,0.002658867,0.009267851,0.7966152,0.041377362,0.0013591043,0.00054217025,0.0112823965,0.0002354243,0.009480844
651,0.011394003,0.0016369536,0.010418255,0.021508237,0.0038345598,0.012435432,0.96110475,0.002338915,0.0025251687,4.382923e-05
652,0.9919161,0.0021568646,0.0018032925,0.007774601,0.97397953,0.0003996106,7.9838814e-05,0.0021528546,0.0025946626,0.11174177
653,0.02036635,0.0026757938,0.04343671,0.12376525,0.0062957704,0.95572895,0.92698365,0.0028298332,0.0030995216,3.8646544e-05
654,0.9940124,0.0062083877,0.0058908425,0.004460956,0.20087703,0.0013930047,0.00039602706,0.0011634162,0.028153561,0.0008980839
655,0.9902678,0.023069676,0.015589764,0.024556806,0.010539091,0.0076128407,0.004007055,0.13504809,0.74683756,0.0010996222
656,0.9988005,0.001615999,0.0025808306,0.0014034077,0.867641,0.0013810477,0.00059067697,0.00088232715,0.98693764,0.03252117
657,0.0066237776,0.0063951467,0.009101515,0.47854257,0.0012246894,0.0053092204,0.20553273,0.00023226014,2.5960871e-05,7.375721e-05
658,0.009813333,0.006006741,0.97956836,0.018083038,0.0063970713,0.99411434,0.0072306036,0.00074278633,0.0003552,0.002172144
659,0.020251919,0.96213037,0.9594044,0.10124788,0.0060951468,0.01213521,0.010663411,0.0002605859,0.00079453504,0.0018669155
660,0.9924583,0.0050125592,0.007971232,0.007444027,0.9896778,0.002749414,0.00010995161,0.0022514306,0.002324143,0.020724311
661,0.42941445,0.96864307,0.70903665,0.759806,0.040853836,0.02607809,0.0068602166,0.005611119,0.0010888572,0.0023032858
662,0.045758426,0.99767584,0.1825245,0.10115791,0.023244698,0.007696099,0.0017664444,0.000371734,0.00096861564,0.0037346217
663,0.0082484465,0.0057963817,0.04874383,0.009184637,0.006831411,0.9903115,0.022489227,0.0016496417,0.0019267338,0.0006136932
664,0.9962047,0.0009293615,0.0035985317,0.013659732,0.20503074,8.343133e-05,3.034729e-05,0.0033681423,0.0026558782,0.99489
665,0.0059280815,0.9905454,0.006487271,0.13059404,0.003191377,0.0015346097,0.0049511422,0.00027666285,0.00037219978,0.0006300204
666,0.61742103,0.008145882,0.0057439655,0.9864465,0.08379946,0.00529301,0.0044748606,0.03138379,4.5427405e-05,0.0050783376
667,0.0054403353,0.023968337,0.010631119,0.06427518,0.0011562004,0.0066150604,0.18867502,0.00021633356,0.00010607323,6.538235e-05
668,0.99451256,0.0013016026,0.003839468,0.008516793,0.040982157,0.00010327441,5.8419148e-05,0.0025751926,0.0043255873,0.98613447
669,0.99675375,0.004838737,0.015370767,0.005028946,0.036919475,0.002182219,0.0010546895,0.015173245,0.06762694,0.0016712379
670,0.97140175,0.003160817,0.008429618,0.92594,0.026670376,0.0030710455,0.0009341678,0.0028285014,0.00090512057,0.0071924254
671,0.9964419,0.0010225421,0.004509118,0.0072190226,0.025733935,0.0027957922,0.0014064754,0.98922753,0.004736854,0.005508997
672,0.75856996,0.050716534,0.018221036,0.026890902,0.005439038,0.0019698322,0.023008363,0.018776963,0.0010174987,0.0010342863
673,0.007602825,0.99331194,0.007334476,0.035477247,0.0035515893,0.0009786908,0.0034274813,0.0002792317,0.00074844476,0.00085745356
674,0.9974662,0.0032829281,0.0062364615,0.0026495063,0.010048369,0.0007480137,0.00024030583,0.0027929407,0.02989197,0.0016252093
675,0.98305815,0.047827203,0.98823047,0.032350343,0.17736901,0.02831576,0.0029548246,0.04402119,0.06414375,0.38163802
676,0.9517934,0.025559163,0.9505796,0.047295973,0.066902004,0.04606464,0.010338398,0.7063361,0.009958161,0.026023174
677,0.9902362,0.0021803633,0.0014685427,0.003917411,0.9309598,0.000250912,5.0937317e-05,0.0014039918,0.0012721368,0.06802892
678,0.010345279,0.002051213,0.011140862,0.014265154,0.0054733325,0.023130791,0.9699156,0.0024238003,0.006459339,4.9425802e-05
679,0.012148687,0.0035783774,0.024148794,0.77498555,0.0030244112,0.013994629,0.91064274,0.0007282232,0.0002418885,4.256702e-05
680,0.007837072,0.004245119,0.1779636,0.13502692,0.0020202708,0.009737562,0.9685714,0.00047866013,0.00064114074,2.5804431e-05
681,0.06979988,0.9906309,0.01368176,0.055937793,0.038701,0.0006795352,0.00048849394,0.00024039819,0.00026251998,0.0033652226
682,0.99806076,0.0014192708,0.0046627186,0.008494965,0.96288824,0.0002528758,7.756464e-06,0.0019358285,0.03121958,0.9895446
683,0.89050275,0.049561217,0.5107397,0.052788526,0.5230272,0.016606193,0.013260399,0.09374631,0.0018890136,0.019635113
684,0.997985,0.0044221343,0.008034989,0.010089901,0.010413674,0.0014166961,0.00043596062,0.06610049,0.02033554,0.0021791009
685,0.9955996,0.005541323,0.004415034,0.006802697,0.012318538,0.00065147184,9.994871e-05,0.001436945,0.0023775797,0.0048806835
686,0.9960651,0.0017785759,0.00650976,0.01908847,0.57641906,0.000113444476,8.867624e-06,0.0022336259,0.0011600102,0.9943252
687,0.9747192,0.0058762897,0.006481517,0.028217936,0.3234032,0.001253587,0.0009785226,0.64510375,0.0014543612,0.31079587
688,0.0041264542,0.008169127,0.92276424,0.012639592,0.00054370647,0.03542013,0.0055715707,2.7639217e-05,3.5233566e-05,0.0003318596
689,0.96338916,0.0070445035,0.97815734,0.052894842,0.934086,0.16746525,0.0040625697,0.0026122439,0.010457485,0.028801592
690,0.99618226,0.0012641756,0.005811413,0.02432778,0.96956056,0.0004072366,7.89307e-06,0.0035138836,0.004060228,0.9908654
691,0.042769596,0.004891035,0.013128851,0.9917435,0.0041531837,0.015728302,0.008647316,0.0013312439,7.6586375e-06,0.0012574765
692,0.99700266,0.006509149,0.004620864,0.0038287607,0.43034136,0.00016457637,2.2087932e-05,0.00074320694,0.0010756304,0.041827474
693,0.0036589997,0.0148096895,0.049828347,0.058486994,0.00031324173,0.0052613113,0.0738988,0.00021218152,4.6385492e-05,9.530243e-05
694,0.99811006,0.00072333973,0.005345618,0.006553356,0.09419328,0.002857546,0.0005920578,0.98404294,0.0021700303,0.018657647
695,0.99790454,0.004761717,0.008577015,0.0034526505,0.098117866,0.00049280014,0.00081360154,0.003590046,0.87355083,0.91079956
696,0.9987632,0.0018237995,0.0021051962,0.0017304632,0.5627222,0.001133101,0.0012113579,0.0024363005,0.99358636,0.013173953
697,0.011130543,0.0025554067,0.012502414,0.014543497,0.005569315,0.015317684,0.96809614,0.002335146,0.006976162,5.6979974e-05
698,0.9987148,0.00066381216,0.0024525204,0.0006516147,0.04602733,0.00040909162,0.00029853167,0.001865535,0.89332545,0.033558927
699,0.011347471,0.0072107366,0.12198591,0.03732109,0.004697222,0.9911533,0.0037741438,0.0007646777,0.00033565782,0.00072878174
700,0.011410187,0.004005002,0.98925155,0.01208517,0.0012680666,0.08867092,0.0063039553,0.000112004556,8.63103e-05,0.0010602716
701,0.8804552,0.0022649535,0.16203228,0.77368695,0.08265749,0.09305728,0.8830043,0.030732404,0.02331737,0.00086840295
702,0.99684614,0.00094461,0.003601008,0.0055228574,0.032393444,0.0026246395,0.0021484268,0.9909759,0.019778054,0.0051336093
